group	accession	organism	family	length_bp	n_cds	n_rrna	source
arthropoda	NC_084306.1	Allanaspides helonomus	Anaspididae	15309	13	2	refseq
arthropoda	NC_084307.1	Allanaspides hickmani	Anaspididae	15568	13	2	refseq
arthropoda	NC_084304.1	Anaspides clarkei	Anaspididae	15213	13	2	refseq
arthropoda	NC_084313.1	Anaspides driesseni	Anaspididae	16128	13	2	refseq
arthropoda	NC_084311.1	Anaspides eberhardi	Anaspididae	15670	13	2	refseq
arthropoda	NC_084310.1	Anaspides jarmani	Anaspididae	17962	13	2	refseq
arthropoda	NC_084309.1	Anaspides richardsoni	Anaspididae	15906	13	2	refseq
arthropoda	NC_084312.1	Anaspides spinulae	Anaspididae	16667	13	2	refseq
arthropoda	NC_084308.1	Anaspides swaini	Anaspididae	15514	13	2	refseq
arthropoda	NC_084314.1	Anaspides tasmaniae	Anaspididae	15475	13	2	refseq
arthropoda	NC_084305.1	Paranaspides lacustris	Anaspididae	15779	13	2	refseq
arthropoda	NC_084315.1	Paranaspides williamsi	Anaspididae	17320	13	2	refseq
arthropoda	NC_057497.1	Jesogammarus hinumensis	Anisogammaridae	15186	13	2	refseq
arthropoda	NC_005935.1	Argulus americanus	Argulidae	15102	13	2	refseq
arthropoda	NC_088557.1	Argulus japonicus	Argulidae	15062	13	2	refseq
arthropoda	NC_039153.1	Aristaeomorpha foliacea	Aristeidae	15926	13	2	refseq
arthropoda	NC_072237.1	Aristaeopsis edwardsiana	Aristeidae	15921	13	2	refseq
arthropoda	NC_039154.1	Aristeus virilis	Aristeidae	15936	13	2	refseq
arthropoda	NC_032061.1	Armillifer agkistrodontis	Armilliferidae	16521	13	2	refseq
arthropoda	NC_037187.1	Armillifer grandis	Armilliferidae	16073	13	2	refseq
arthropoda	NC_072957.1	Artemia amati	Artemiidae	15679	13	2	refseq
arthropoda	NC_001620.1	Artemia franciscana	Artemiidae	15822	13	2	refseq
arthropoda	NC_084426.1	Artemia parthenogenetic lineage	Artemiidae	15639	13	2	refseq
arthropoda	NC_057109.1	Artemia salina	Artemiidae	15826	13	2	refseq
arthropoda	NC_042147.1	Artemia sinica	Artemiidae	15689	13	2	refseq
arthropoda	NC_072958.1	Artemia sorgeloosi	Artemiidae	15803	13	2	refseq
arthropoda	NC_021383.1	Artemia tibetiana	Artemiidae	15742	13	2	refseq
arthropoda	NC_068665.1	Artemia urmiana	Artemiidae	15643	13	2	refseq
arthropoda	NC_026560.1	Austropotamobius pallipes	Astacidae	15679	13	2	refseq
arthropoda	NC_033504.1	Austropotamobius torrentium	Astacidae	15330	13	2	refseq
arthropoda	NC_033509.1	Pacifastacus leniusculus	Astacidae	16331	13	2	refseq
arthropoda	NC_072238.1	Atya gabonensis	Atyidae	15978	13	2	refseq
arthropoda	NC_070241.1	Atyopsis moluccensis	Atyidae	15933	13	2	refseq
arthropoda	NC_030219.1	Caridina cf. nilotica HMG-2016	Atyidae	15497	13	2	refseq
arthropoda	NC_024751.1	Caridina gracilipes	Atyidae	15550	13	2	refseq
arthropoda	NC_039593.1	Caridina indistincta A	Atyidae	15461	13	2	refseq
arthropoda	NC_067571.1	Caridina longshan	Atyidae	15556	13	2	refseq
arthropoda	NC_038067.1	Caridina multidentata	Atyidae	15825	13	2	refseq
arthropoda	NC_079936.1	Caridina pseudogracilirostris	Atyidae	15451	13	2	refseq
arthropoda	NC_008413.1	Halocaridina rubra	Atyidae	16065	13	2	refseq
arthropoda	NC_035412.1	Halocaridinides fowleri	Atyidae	15977	13	2	refseq
arthropoda	NC_023823.1	Neocaridina denticulata	Atyidae	15561	13	2	refseq
arthropoda	NC_043865.1	Neocaridina koreana	Atyidae	15558	13	2	refseq
arthropoda	NC_027603.1	Paratya australiensis	Atyidae	15990	13	2	refseq
arthropoda	NC_035404.1	Stygiocaris lancifera	Atyidae	15787	13	2	refseq
arthropoda	NC_035411.1	Stygiocaris stylifera	Atyidae	15812	13	2	refseq
arthropoda	NC_035410.1	Typhlatya arfeae	Atyidae	15887	13	2	refseq
arthropoda	NC_035407.1	Typhlatya consobrina	Atyidae	15758	13	2	refseq
arthropoda	NC_035408.1	Typhlatya dzilamensis	Atyidae	15892	13	2	refseq
arthropoda	NC_035402.1	Typhlatya galapagensis	Atyidae	16430	13	2	refseq
arthropoda	NC_035409.1	Typhlatya garciai	Atyidae	15318	13	2	refseq
arthropoda	NC_035401.1	Typhlatya iliffei	Atyidae	15926	13	2	refseq
arthropoda	NC_036335.1	Typhlatya miravetensis	Atyidae	15865	13	2	refseq
arthropoda	NC_035403.1	Typhlatya mitchelli	Atyidae	15814	13	2	refseq
arthropoda	NC_035405.1	Typhlatya monae	Atyidae	16007	13	2	refseq
arthropoda	NC_035400.1	Typhlatya pearsei	Atyidae	15798	13	2	refseq
arthropoda	NC_035399.1	Typhlatya taina	Atyidae	15790	13	2	refseq
arthropoda	NC_035406.1	Typhlopatsa pauliani	Atyidae	15824	13	2	refseq
arthropoda	NC_033393.1	Epopella plicata	Austrobalanidae	15296	13	2	refseq
arthropoda	NC_043831.1	Axianassa australis	Axianassidae	15738	13	2	refseq
arthropoda	NC_060535.1	Eiconaxius baja	Axiidae	15366	13	2	refseq
arthropoda	NC_072672.1	Acasta cyathus	Balanidae	15251	13	2	refseq
arthropoda	NC_029168.1	Acasta sulcata	Balanidae	15326	13	2	refseq
arthropoda	NC_024525.1	Amphibalanus amphitrite	Balanidae	15683	13	2	refseq
arthropoda	NC_071896.1	Amphibalanus reticulatus	Balanidae	15062	13	2	refseq
arthropoda	NC_029167.1	Armatobalanus allium	Balanidae	15063	13	2	refseq
arthropoda	NC_026466.1	Balanus balanus	Balanidae	15955	13	2	refseq
arthropoda	NC_056392.1	Balanus trigonus	Balanidae	15336	13	2	refseq
arthropoda	NC_053649.1	Fistulobalanus albicostatus	Balanidae	15665	13	2	refseq
arthropoda	NC_024636.1	Megabalanus ajax	Balanidae	15510	13	2	refseq
arthropoda	NC_068868.1	Megabalanus coccopoma	Balanidae	15098	13	2	refseq
arthropoda	NC_056162.1	Megabalanus tintinnabulum	Balanidae	15107	13	2	refseq
arthropoda	NC_006293.1	Megabalanus volcano	Balanidae	15107	13	2	refseq
arthropoda	NC_082303.1	Perforatus perforatus	Balanidae	15536	13	2	refseq
arthropoda	NC_039849.1	Semibalanus balanoides	Balanidae	15119	13	2	refseq
arthropoda	NC_050836.1	Semibalanus cariosus	Balanidae	15118	13	2	refseq
arthropoda	NC_024526.1	Striatobalanus amaryllis	Balanidae	15064	13	2	refseq
arthropoda	NC_068869.1	Striatobalanus tenuis	Balanidae	15067	13	2	refseq
arthropoda	NC_039171.1	Benthonectes filipes	Benthesicymidae	17361	13	2	refseq
arthropoda	NC_039170.1	Gennadas parvus	Benthesicymidae	15917	13	2	refseq
arthropoda	NC_066218.1	Blepharipoda liberata	Blepharipodidae	15766	13	2	refseq
arthropoda	NC_070272.1	Epipenaeon fissurae	Bopyridae	14362	13	2	refseq
arthropoda	NC_037467.1	Gyge ovalis	Bopyridae	14268	13	2	refseq
arthropoda	NC_020314.1	Austinograea alayseae	Bythograeidae	15620	13	2	refseq
arthropoda	NC_020312.1	Austinograea rodriguezensis	Bythograeidae	15611	13	2	refseq
arthropoda	NC_027414.1	Gandalfus puia	Bythograeidae	15548	13	2	refseq
arthropoda	NC_013713.1	Gandalfus yunohana	Bythograeidae	15567	13	2	refseq
arthropoda	NC_035300.1	Segonzacia mesatlantica	Bythograeidae	15521	13	2	refseq
arthropoda	NC_019627.1	Calanus hyperboreus	Calanidae	17910	13	2	refseq
arthropoda	NC_063666.1	Calanus simillimus	Calanidae	27876	13	2	refseq
arthropoda	NC_066676.1	Calantica studeri	Calanticidae	14910	13	2	refseq
arthropoda	NC_066686.1	Smilium sinense	Calanticidae	15561	13	2	refseq
arthropoda	NC_047195.1	Calappa bilineata	Calappidae	15606	13	2	refseq
arthropoda	NC_020025.1	Corallianassa coutierei	Callianassidae	15481	13	2	refseq
arthropoda	NC_031154.1	Filhollianassa ceramica	Callianassidae	16899	13	2	refseq
arthropoda	NC_034298.1	Neotrypaea harmandi	Callianassidae	15272	13	2	refseq
arthropoda	NC_020351.1	Neotrypaea japonica	Callianassidae	15274	13	2	refseq
arthropoda	NC_019610.1	Neotrypaea thermophila	Callianassidae	15240	13	2	refseq
arthropoda	NC_024651.1	Paraglypturus tonganus (nomen nudum)	Callianassidae	15924	13	2	refseq
arthropoda	NC_026225.2	Trypaea australiensis	Callianassidae	15485	13	2	refseq
arthropoda	NC_033505.1	Cambaroides dauricus	Cambaridae	16308	13	2	refseq
arthropoda	NC_033506.1	Cambaroides japonicus	Cambaridae	16257	13	2	refseq
arthropoda	NC_016925.1	Cambaroides similis	Cambaridae	16220	13	2	refseq
arthropoda	NC_033507.1	Cambarus robustus	Cambaridae	15797	13	2	refseq
arthropoda	NC_026561.1	Faxonius limosus	Cambaridae	16223	13	2	refseq
arthropoda	NC_033508.1	Faxonius luteus	Cambaridae	16215	13	2	refseq
arthropoda	NC_068681.1	Faxonius propinquus	Cambaridae	15360	13	2	refseq
arthropoda	NC_030768.1	Faxonius punctimanus	Cambaridae	15815	13	2	refseq
arthropoda	NC_029720.1	Faxonius rusticus	Cambaridae	15875	13	2	refseq
arthropoda	NC_029721.1	Faxonius sanbornii	Cambaridae	15883	13	2	refseq
arthropoda	NC_068680.1	Faxonius virilis	Cambaridae	15859	13	2	refseq
arthropoda	NC_033510.1	Procambarus acutus	Cambaridae	15747	13	2	refseq
arthropoda	NC_028447.1	Procambarus alleni	Cambaridae	15942	13	2	refseq
arthropoda	NC_016926.1	Procambarus clarkii	Cambaridae	15928	13	2	refseq
arthropoda	NC_070242.1	Procambarus dupratzi	Cambaridae	15000	13	2	refseq
arthropoda	NC_020021.1	Procambarus fallax	Cambaridae	15253	13	2	refseq
arthropoda	NC_060620.1	Cleistostoma dilatatum	Camptandriidae	15444	13	2	refseq
arthropoda	NC_051962.1	Cancer pagurus	Cancridae	42736	13	2	refseq
arthropoda	NC_050675.1	Metacarcinus magister	Cancridae	39658	13	2	refseq
arthropoda	NC_072119.1	Caprella acanthogaster	Caprellidae	15420	13	2	refseq
arthropoda	NC_014492.1	Caprella mutica	Caprellidae	15427	13	2	refseq
arthropoda	NC_072118.1	Caprella penantis	Caprellidae	15254	13	2	refseq
arthropoda	NC_014687.1	Caprella scaura	Caprellidae	15079	13	2	refseq
arthropoda	NC_049030.1	Carpilius maculatus	Carpiliidae	15761	13	2	refseq
arthropoda	NC_029169.1	Chelonibia testudinaria	Chelonibiidae	14906	13	2	refseq
arthropoda	NC_050310.1	Eubranchipus grubii	Chirocephalidae	16328	13	2	refseq
arthropoda	NC_026730.1	Chthamalus antennatus	Chthamalidae	15165	13	2	refseq
arthropoda	NC_043920.1	Chthamalus challengeri	Chthamalidae	15358	13	2	refseq
arthropoda	NC_056950.1	Chthamalus malayensis	Chthamalidae	15230	13	2	refseq
arthropoda	NC_022716.1	Notochthamalus scabrosus	Chthamalidae	15397	13	2	refseq
arthropoda	NC_045091.1	Birgus latro	Coenobitidae	16411	13	2	refseq
arthropoda	NC_050386.1	Coenobita brevimanus	Coenobitidae	16393	13	2	refseq
arthropoda	NC_067641.1	Coenobita clypeatus	Coenobitidae	16469	13	2	refseq
arthropoda	NC_039658.1	Tachaea chinensis	Corallanidae	14616	13	2	refseq
arthropoda	NC_072539.1	Jonas distinctus	Corystidae	16152	13	2	refseq
arthropoda	NC_046509.1	Bactrurus brachycaudus	Crangonyctidae	14661	13	2	refseq
arthropoda	NC_046511.1	Stygobromus allegheniensis	Crangonyctidae	15164	13	2	refseq
arthropoda	NC_030261.1	Stygobromus indentatus	Crangonyctidae	14638	13	2	refseq
arthropoda	NC_046510.1	Stygobromus pizzinii	Crangonyctidae	15176	13	2	refseq
arthropoda	NC_063604.1	Hapalocarcinus marsupialis	Cryptochiridae	15422	13	2	refseq
arthropoda	NC_082982.1	Kroppcarcinus siderastreicola	Cryptochiridae	15629	13	2	refseq
arthropoda	NC_082983.1	Opecarcinus hypostegus	Cryptochiridae	15702	13	2	refseq
arthropoda	NC_082984.1	Troglocarcinus corallicola	Cryptochiridae	15637	13	2	refseq
arthropoda	NC_085272.1	Elthusa poutassouiensis	Cymothoidae	15223	13	2	refseq
arthropoda	NC_039713.1	Ichthyoxenos japonensis	Cymothoidae	15440	13	2	refseq
arthropoda	NC_070436.1	Cyphocaris challengeri	Cyphocarididae	14338	13	2	refseq
arthropoda	NC_028407.1	Cypridopsis vidua	Cyprididae	16783	13	2	refseq
arthropoda	NC_042792.1	Cypridina dentata	Cypridinidae	15779	13	2	refseq
arthropoda	NC_005306.1	Vargula hilgendorfii	Cypridinidae	15923	13	2	refseq
arthropoda	NC_039175.1	Vargula tsujii	Cypridinidae	15729	13	2	refseq
arthropoda	NC_068274.1	Ceriodaphnia cornuta	Daphniidae	15052	13	2	refseq
arthropoda	NC_028152.1	Daphnia carinata	Daphniidae	15245	13	2	refseq
arthropoda	NC_034297.1	Daphnia galeata	Daphniidae	16339	13	2	refseq
arthropoda	NC_045243.1	Daphnia laevis	Daphniidae	15246	13	2	refseq
arthropoda	NC_026914.1	Daphnia magna	Daphniidae	14948	13	2	refseq
arthropoda	NC_000844.1	Daphnia pulex	Daphniidae	15333	13	2	refseq
arthropoda	NC_044415.1	Daphnia similis	Daphniidae	15132	13	2	refseq
arthropoda	NC_064987.1	Daphnia tibetana	Daphniidae	16196	13	2	refseq
arthropoda	NC_060747.1	Simocephalus serrulatus	Daphniidae	14685	13	2	refseq
arthropoda	NC_046743.1	Phyllodiaptomus tunguidus	Diaptomidae	16446	13	2	refseq
arthropoda	NC_025776.1	Clibanarius infraspinatus	Diogenidae	16504	13	2	refseq
arthropoda	NC_060631.1	Dardanus arrosor	Diogenidae	16592	13	2	refseq
arthropoda	NC_082885.1	Domecia hispida	Domeciidae	15588	13	2	refseq
arthropoda	NC_038180.1	Dotilla wichmanni	Dotillidae	15600	13	2	refseq
arthropoda	NC_020040.1	Ilyoplax deschampsi	Dotillidae	15460	13	2	refseq
arthropoda	NC_057476.1	Scopimera intermedia	Dotillidae	16252	13	2	refseq
arthropoda	NC_085479.1	Scopimera longidactyla	Dotillidae	15965	13	2	refseq
arthropoda	NC_066660.1	Lauridromia dehaani	Dromiidae	15755	13	2	refseq
arthropoda	NC_025592.1	Enoplometopus debelius	Enoplometopidae	15641	13	2	refseq
arthropoda	NC_085232.1	Ergasilus anchoratus	Ergasilidae	13852	13	2	refseq
arthropoda	NC_073502.1	Ergasilus tumidus	Ergasilidae	14431	13	2	refseq
arthropoda	NC_028085.1	Sinergasilus polycolpus	Ergasilidae	14000	13	2	refseq
arthropoda	NC_054173.1	Sinergasilus undulatus	Ergasilidae	14239	13	2	refseq
arthropoda	NC_085415.1	Menippe rumphii	Eriphiidae	15609	13	2	refseq
arthropoda	NC_006891.1	Pseudocarcinus gigas	Eriphiidae	15515	13	2	refseq
arthropoda	NC_033360.1	Eulimnogammarus cyaneus	Eulimnogammaridae	14370	13	2	refseq
arthropoda	NC_023104.1	Eulimnogammarus verrucosus	Eulimnogammaridae	15315	13	2	refseq
arthropoda	NC_025564.1	Eulimnogammarus vittatus	Eulimnogammaridae	15534	13	2	refseq
arthropoda	NC_083212.1	Euphausia crystallorophias	Euphausiidae	17291	13	2	refseq
arthropoda	NC_016184.1	Euphausia pacifica	Euphausiidae	16898	13	2	refseq
arthropoda	NC_040987.1	Euphausia superba	Euphausiidae	16591	13	2	refseq
arthropoda	NC_045269.1	Pseudeuphausia sinica	Euphausiidae	16192	13	2	refseq
arthropoda	NC_066048.1	Allogalathea elegans	Galatheidae	16263	13	2	refseq
arthropoda	NC_017760.1	Gammarus duebeni	Gammaridae	15651	13	2	refseq
arthropoda	NC_034937.1	Gammarus fossarum	Gammaridae	15989	13	2	refseq
arthropoda	NC_044469.1	Gammarus lacustris	Gammaridae	15333	13	2	refseq
arthropoda	NC_082273.1	Gammarus nipponensis	Gammaridae	16401	13	2	refseq
arthropoda	NC_044410.1	Gammarus pisinnus	Gammaridae	15907	13	2	refseq
arthropoda	NC_037481.1	Gammarus roeselii	Gammaridae	16073	13	2	refseq
arthropoda	NC_057477.1	Cardisoma armatum	Gecarcinidae	15586	13	2	refseq
arthropoda	NC_039105.1	Cardisoma carnifex	Gecarcinidae	15597	13	2	refseq
arthropoda	NC_057475.1	Gecarcoidea lalandii	Gecarcinidae	15575	13	2	refseq
arthropoda	NC_088507.1	Tuerkayana celeste	Gecarcinidae	15556	13	2	refseq
arthropoda	NC_088506.1	Tuerkayana hirtipes	Gecarcinidae	15559	13	2	refseq
arthropoda	NC_088504.1	Tuerkayana magnum	Gecarcinidae	15556	13	2	refseq
arthropoda	NC_088505.1	Tuerkayana rotundum	Gecarcinidae	15562	13	2	refseq
arthropoda	NC_060554.1	Esanthelphusa dugasti	Gecarcinucidae	19437	13	2	refseq
arthropoda	NC_060555.1	Esanthelphusa keyini (nom. nud.)	Gecarcinucidae	17172	13	2	refseq
arthropoda	NC_023476.1	Chaceon granulatus	Geryonidae	16135	13	2	refseq
arthropoda	NC_035679.1	Laurentaeglyphea neocaledonica	Glypheidae	15752	13	2	refseq
arthropoda	NC_072239.1	Glyphocrangon regalis	Glyphocrangonidae	15918	13	2	refseq
arthropoda	NC_085790.1	Entricoplax vestita	Goneplacidae	15716	13	2	refseq
arthropoda	NC_066715.1	Eucrate crenata	Goneplacidae	15592	13	2	refseq
arthropoda	NC_065860.1	Gonodactylaceus falcatus	Gonodactylidae	16628	13	2	refseq
arthropoda	NC_053854.1	Gonodactylaceus randalli	Gonodactylidae	15907	13	2	refseq
arthropoda	NC_007442.1	Gonodactylus chiragra	Gonodactylidae	16279	13	2	refseq
arthropoda	NC_060589.1	Neogonodactylus bredini	Gonodactylidae	16342	13	2	refseq
arthropoda	NC_060590.1	Neogonodactylus oerstedii	Gonodactylidae	16327	13	2	refseq
arthropoda	NC_057301.1	Grapsus albolineatus	Grapsidae	15578	13	2	refseq
arthropoda	NC_029724.1	Grapsus tenuicrustatus	Grapsidae	15858	13	2	refseq
arthropoda	NC_042152.1	Metopograpsus frontalis	Grapsidae	15587	13	2	refseq
arthropoda	NC_038178.1	Metopograpsus quadridentatus	Grapsidae	15517	13	2	refseq
arthropoda	NC_021754.1	Pachygrapsus crassipes	Grapsidae	15652	13	2	refseq
arthropoda	NC_039109.1	Pachygrapsus marmoratus	Grapsidae	15406	13	2	refseq
arthropoda	NC_008831.2	Tigriopus californicus	Harpacticidae	14578	13	2	refseq
arthropoda	NC_063583.1	Hemisquilla californiensis	Hemisquillidae	16030	13	2	refseq
arthropoda	NC_066685.1	Paralepas cf. quadrata	Heteralepadidae	15306	13	2	refseq
arthropoda	NC_067557.1	Emerita talpoida	Hippidae	15810	13	2	refseq
arthropoda	NC_081991.1	Latreutes anoplonyx	Hippolytidae	16420	13	2	refseq
arthropoda	NC_045223.1	Lebbeus groenlandicus	Hippolytidae	17399	13	2	refseq
arthropoda	NC_050676.1	Lysmata amboinensis	Hippolytidae	16735	13	2	refseq
arthropoda	NC_064049.1	Lysmata boggessi	Hippolytidae	17345	13	2	refseq
arthropoda	NC_049878.1	Lysmata vittata	Hippolytidae	22003	13	2	refseq
arthropoda	NC_050677.1	Saron marmoratus	Hippolytidae	16330	13	2	refseq
arthropoda	NC_051930.1	Thor amboinensis	Hippolytidae	15553	13	2	refseq
arthropoda	NC_026080.1	Homologenus malayensis	Homolidae	15793	13	2	refseq
arthropoda	NC_029361.1	Moloha majora	Homolidae	15903	13	2	refseq
arthropoda	NC_039403.1	Hyalella azteca	Hyalellidae	15991	13	2	refseq
arthropoda	NC_039402.1	Parhyale hawaiensis	Hyalidae	15777	13	2	refseq
arthropoda	NC_066682.1	Ibla cumingi	Iblidae	15053	13	2	refseq
arthropoda	NC_034927.1	Kiwa tyleri	Kiwaidae	16865	13	2	refseq
arthropoda	NC_043832.1	Laomedia healyi	Laomediidae	15834	13	2	refseq
arthropoda	NC_071897.1	Conchoderma hunteri	Lepadidae	15202	13	2	refseq
arthropoda	NC_062431.1	Lepas anatifera	Lepadidae	15708	13	2	refseq
arthropoda	NC_026576.1	Lepas anserifera	Lepadidae	15657	13	2	refseq
arthropoda	NC_025295.1	Lepas australis	Lepadidae	15502	13	2	refseq
arthropoda	NC_065837.1	Spelaeomysis bottazzii	Lepidomysidae	14806	13	2	refseq
arthropoda	NC_053747.1	Leptestheria brevirostris	Leptestheriidae	15579	13	2	refseq
arthropoda	NC_069017.1	Leptestheria dahalacensis	Leptestheriidae	15105	13	2	refseq
arthropoda	NC_081974.1	Lamproglena chinensis	Lernaeidae	13933	13	2	refseq
arthropoda	NC_081951.1	Lamproglena orientalis	Lernaeidae	28462	26	4	refseq
arthropoda	NC_025239.1	Lernaea cyprinacea	Lernaeidae	14656	13	2	refseq
arthropoda	NC_061949.1	Myra affinis	Leucosiidae	15349	13	2	refseq
arthropoda	NC_030047.1	Pyrhila pisum	Leucosiidae	15516	13	2	refseq
arthropoda	NC_039394.1	Limnadia lenticularis	Limnadiidae	15151	13	2	refseq
arthropoda	NC_051998.1	Linguatula arctica	Linguatulidae	14789	13	2	refseq
arthropoda	NC_039399.1	Linguatula serrata	Linguatulidae	15328	13	2	refseq
arthropoda	NC_024202.1	Lithodes nintokuae	Lithodidae	15731	13	2	refseq
arthropoda	NC_021458.1	Paralithodes brevipes	Lithodidae	16303	13	2	refseq
arthropoda	NC_020029.1	Paralithodes camtschaticus	Lithodidae	16720	13	2	refseq
arthropoda	NC_042240.1	Paralithodes platypus	Lithodidae	16883	13	2	refseq
arthropoda	NC_065836.1	Lophogaster typicus	Lophogastridae	15076	13	2	refseq
arthropoda	NC_039641.1	Belzebub intermedius	Luciferidae	16001	13	2	refseq
arthropoda	NC_026721.1	Lyreidus brevifrons	Lyreididae	16112	13	2	refseq
arthropoda	NC_062583.1	Charcotia amundseni	Lysianassidae	15619	13	2	refseq
arthropoda	NC_036429.1	Eurythenes maldoror	Lysianassidae	14976	13	2	refseq
arthropoda	NC_007443.1	Lysiosquillina maculata	Lysiosquillidae	16325	13	2	refseq
arthropoda	NC_058990.1	Macrohectopus branickii	Macrohectopidae	42256	13	2	refseq
arthropoda	NC_057472.1	Macrophthalmus abbreviatus	Macrophthalmidae	16322	13	2	refseq
arthropoda	NC_030048.1	Macrophthalmus japonicus	Macrophthalmidae	16170	13	2	refseq
arthropoda	NC_046039.1	Macrophthalmus pacificus	Macrophthalmidae	17226	13	2	refseq
arthropoda	NC_068523.1	Chionoecetes bairdi	Majidae	16326	13	2	refseq
arthropoda	NC_052726.1	Chionoecetes japonicus	Majidae	16060	13	2	refseq
arthropoda	NC_052725.1	Chionoecetes japonicus x Chionoecetes opilio	Majidae	16037	13	2	refseq
arthropoda	NC_069585.1	Chionoecetes opilio x Chionoecetes japonicus	Majidae	16065	13	2	refseq
arthropoda	NC_035424.1	Maja crispata	Majidae	16592	13	2	refseq
arthropoda	NC_035425.1	Maja squinado	Majidae	16598	13	2	refseq
arthropoda	NC_039351.1	Matuta planipes	Matutidae	15760	13	2	refseq
arthropoda	NC_053638.1	Matuta victor	Matutidae	15782	13	2	refseq
arthropoda	NC_019654.1	Metacrangonyx dominicanus	Metacrangonyctidae	14543	13	2	refseq
arthropoda	NC_019655.1	Metacrangonyx goulmimensis	Metacrangonyctidae	14507	13	2	refseq
arthropoda	NC_019656.1	Metacrangonyx ilvanus	Metacrangonyctidae	14770	13	2	refseq
arthropoda	NC_019658.1	Metacrangonyx longicaudus	Metacrangonyctidae	14711	13	2	refseq
arthropoda	NC_013032.1	Metacrangonyx longipes	Metacrangonyctidae	14113	13	2	refseq
arthropoda	NC_019659.1	Metacrangonyx panousei	Metacrangonyctidae	14478	13	2	refseq
arthropoda	NC_019660.1	Metacrangonyx remyi	Metacrangonyctidae	14787	13	2	refseq
arthropoda	NC_019653.1	Metacrangonyx repens	Metacrangonyctidae	14355	13	2	refseq
arthropoda	NC_019657.1	Metacrangonyx spinicaudatus	Metacrangonyctidae	15037	13	2	refseq
arthropoda	NC_033361.1	Gmelinoides fasciatus	Micruropodidae	18114	13	2	refseq
arthropoda	NC_025325.1	Mictyris longicarpus	Mictyridae	15548	13	2	refseq
arthropoda	NC_023783.1	Amphiascoides atopus	Miraciidae	13831	13	2	refseq
arthropoda	NC_025518.1	Maguimithrax spinosissimus	Mithracidae	15817	13	2	refseq
arthropoda	NC_039112.1	Curtonida isos	Munididae	17910	13	2	refseq
arthropoda	NC_030255.1	Grimothea gregaria	Munididae	16326	13	2	refseq
arthropoda	NC_027510.1	Neomysis japonica	Mysidae	17652	13	2	refseq
arthropoda	NC_066678.1	Ashinkailepas seepiophila	Neolepadidae	20032	13	2	refseq
arthropoda	NC_066677.1	Leucolepas longa	Neolepadidae	17431	13	2	refseq
arthropoda	NC_045306.1	Vulcanolepas fijiensis	Neolepadidae	17374	13	2	refseq
arthropoda	NC_066684.1	Neoverruca intermedia	Neoverrucidae	17186	13	2	refseq
arthropoda	NC_015607.1	Homarus americanus	Nephropidae	16432	13	2	refseq
arthropoda	NC_027608.1	Metanephrops thomsoni	Nephropidae	19835	13	2	refseq
arthropoda	NC_073507.1	Nephropsis grandis	Nephropidae	15977	13	2	refseq
arthropoda	NC_087787.1	Austruca annulipes	Ocypodidae	15747	13	2	refseq
arthropoda	NC_087788.1	Austruca iranica	Ocypodidae	15695	13	2	refseq
arthropoda	NC_042401.1	Austruca lactea	Ocypodidae	15659	13	2	refseq
arthropoda	NC_087789.1	Austruca sindensis	Ocypodidae	15748	13	2	refseq
arthropoda	NC_039111.1	Cranuca inversa	Ocypodidae	15677	13	2	refseq
