group	accession	organism	family	length_bp	n_cds	n_rrna	source
annelida	NC_007933.1	Orbinia latreillii	Orbiniidae	15558	13	2	refseq
annelida	NC_028712.1	Owenia fusiformis	Oweniidae	16204	13	2	refseq
annelida	NC_034807.1	Ozobranchus jantseanus	Ozobranchidae	14864	13	2	refseq
annelida	NC_012618.1	Phascolosoma esculenta	Phascolosomatidae	15494	13	2	refseq
annelida	NC_031412.1	Phascolosoma pacificum	Phascolosomatidae	16039	13	2	refseq
annelida	NC_049135.1	Phascolosoma similis	Phascolosomatidae	16237	13	2	refseq
annelida	NC_087881.1	Phyllodoce medipapillata	Phyllodocidae	15741	13	2	refseq
annelida	NC_087807.1	Glyphohesione klatti	Pilargidae	15490	13	2	refseq
annelida	NC_087805.1	Pilargis verrucosa	Pilargidae	15131	13	2	refseq
annelida	NC_087809.1	Pilargis wolfi	Pilargidae	15506	13	2	refseq
annelida	NC_087806.1	Synelmis amoureuxi	Pilargidae	18460	13	2	refseq
annelida	NC_064338.1	Calliobdella nodulifera	Piscicolidae	16972	13	2	refseq
annelida	NC_065392.1	Codonobdella sp. B45A	Piscicolidae	14486	13	2	refseq
annelida	NC_035308.1	Pterobdella arugamensis	Piscicolidae	16161	13	2	refseq
annelida	NC_064376.1	Branchipolynoe onnuriensis	Polynoidae	16272	13	2	refseq
annelida	NC_062818.1	Branchipolynoe segonzaci	Polynoidae	15755	13	2	refseq
annelida	NC_081955.1	Harmothoe imbricata	Polynoidae	15694	13	2	refseq
annelida	NC_063122.1	Hyperhalosydna striata	Polynoidae	15226	13	2	refseq
annelida	NC_061913.1	Pseudopotamilla reniformis	Sabellidae	16452	13	2	refseq
annelida	NC_056279.1	Sabella spallanzanii	Sabellidae	15581	13	2	refseq
annelida	NC_052721.1	Pharyngocirrus uchidai	Saccocirridae	15415	13	2	refseq
annelida	NC_072222.1	Barbronia weberi	Salifidae	14888	13	2	refseq
annelida	NC_072223.1	Barbronia yunnanensis	Salifidae	15092	13	2	refseq
annelida	NC_061743.1	Hydroides elegans	Serpulidae	22046	12	2	refseq
annelida	NC_032055.1	Spirobranchus giganteus	Serpulidae	22058	12	2	refseq
annelida	NC_082192.1	Alaysia spiralis	Siboglinidae	15040	13	2	refseq
annelida	NC_082193.1	Arcovestia ivanovi	Siboglinidae	14953	13	2	refseq
annelida	NC_026856.1	Escarpia spicata	Siboglinidae	15445	13	2	refseq
annelida	NC_026857.1	Galathealinum brachiosum	Siboglinidae	14779	13	2	refseq
annelida	NC_082191.1	Lamellibrachia barhami	Siboglinidae	15019	13	2	refseq
annelida	NC_082190.1	Lamellibrachia columna	Siboglinidae	15115	13	2	refseq
annelida	NC_082189.1	Lamellibrachia donwalshi	Siboglinidae	14982	13	2	refseq
annelida	NC_026858.1	Lamellibrachia luymesi	Siboglinidae	14991	13	2	refseq
annelida	NC_027854.1	Lamellibrachia satsuma	Siboglinidae	15037	13	2	refseq
annelida	NC_026859.1	Oasisia alvinae	Siboglinidae	14849	13	2	refseq
annelida	NC_085348.1	Oligobrachia dogieli	Siboglinidae	16236	13	2	refseq
annelida	NC_037085.1	Paraescarpia echinospica	Siboglinidae	15280	13	2	refseq
annelida	NC_024653.1	Ridgeia piscesae	Siboglinidae	15002	13	2	refseq
annelida	NC_026860.1	Riftia pachyptila	Siboglinidae	14987	13	2	refseq
annelida	NC_026855.1	Sclerolinum brattstromi	Siboglinidae	15383	13	2	refseq
annelida	NC_026861.1	Seepiophila jonesi	Siboglinidae	15092	13	2	refseq
annelida	NC_026833.1	Siboglinum fiordicum	Siboglinidae	19502	13	2	refseq
annelida	NC_084115.1	Siboglinum plumosum	Siboglinidae	15291	13	2	refseq
annelida	NC_026862.1	Tevnia jerichonana	Siboglinidae	14891	13	2	refseq
annelida	NC_049136.1	Siphonosoma cumanense	Sipunculidae	15917	13	2	refseq
annelida	NC_011826.1	Sipunculus nudus	Sipunculidae	15502	13	2	refseq
annelida	NC_061377.1	Polydora hoplura	Spionidae	17707	12	2	refseq
annelida	NC_069058.1	Sternaspis chinensis	Sternaspidae	15298	13	2	refseq
annelida	NC_069059.1	Sternaspis liui	Sternaspidae	15299	13	2	refseq
annelida	NC_068907.1	Sternaspis sendalli	Sternaspidae	15287	13	2	refseq
annelida	NC_031402.1	Eusyllis blomstrandi	Syllidae	14712	13	2	refseq
annelida	NC_031403.1	Myrianida brachycephala	Syllidae	15032	13	2	refseq
annelida	NC_065765.1	Ramisyllis kingghidorahi	Syllidae	16517	13	2	refseq
annelida	NC_027699.1	Ramisyllis multicaudata	Syllidae	15748	13	2	refseq
annelida	NC_031404.1	Typosyllis antoni	Syllidae	16897	13	2	refseq
annelida	NC_088773.1	Loimia medusa	Terebellidae	16023	13	2	refseq
annelida	NC_011014.1	Terebellides stroemii	Trichobranchidae	15755	13	2	refseq
annelida	NC_006379.1	Urechis caupo	Urechidae	15113	13	2	refseq
annelida	NC_012768.1	Urechis unicinctus	Urechidae	15761	13	2	refseq
