group	accession	organism	family	length_bp	n_cds	n_rrna	source	lineage
echinodermata	NC_063787.1	Coscinasterias acutispina	Asteriidae	16186	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Asterozoa;Asteroidea;Forcipulatacea;Forcipulatida;Asteriidae;Coscinasterias
echinodermata	NC_042741.1	Pisaster ochraceus	Asteriidae	16376	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Asterozoa;Asteroidea;Forcipulatacea;Forcipulatida;Asteriidae;Pisaster
echinodermata	NC_083190.1	Sclerasterias satsumana	Asteriidae	16198	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Asterozoa;Asteroidea;Forcipulatacea;Forcipulatida;Asteriidae;Sclerasterias
echinodermata	NC_001627.1	Patiria pectinifera	Asterinidae	16260	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Asterozoa;Asteroidea;Valvatacea;Valvatida;Asterinidae;Patiria
echinodermata	NC_061414.1	Astriclypeus mannii	Astriclypeidae	15744	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Echinozoa;Echinoidea;Euechinoidea;Gnathostomata;Clypeasteroida;Astriclypeidae;Astriclypeus
echinodermata	NC_081967.1	Leptychaster arcticus	Astropectinidae	16253	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Asterozoa;Asteroidea;Valvatacea;Paxillosida;Astropectinidae;Leptychaster
echinodermata	NC_039982.1	Freyastera benthophila	Brisingidae	16175	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Asterozoa;Asteroidea;Forcipulatacea;Brisingida;Brisingidae;Freyastera
echinodermata	NC_058250.1	Chiridota heheva	Chiridotidae	17200	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Echinozoa;Holothuroidea;Apodacea;Apodida;Chiridotidae;Chiridota
echinodermata	NC_050252.1	Eucidaris tribuloides	Cidaridae	15803	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Echinozoa;Echinoidea;Perischoechinoidea;Cidaroida;Cidaridae;Eucidaris
echinodermata	NC_050272.1	Prionocidaris baculosa	Cidaridae	15836	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Echinozoa;Echinoidea;Perischoechinoidea;Cidaroida;Cidaridae;Prionocidaris
echinodermata	NC_050273.1	Stylocidaris reini	Cidaridae	15850	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Echinozoa;Echinoidea;Perischoechinoidea;Cidaroida;Cidaridae;Stylocidaris
echinodermata	NC_061054.1	Cenometra bella	Colobometridae	15872	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Pelmatozoa;Crinoidea;Articulata;Comatulida;Colobometridae;Cenometra
echinodermata	NC_059908.1	Anneissia intermedia	Comatulidae	15874	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Pelmatozoa;Crinoidea;Articulata;Comatulida;Comatulidae;Comatulinae;Anneissia
echinodermata	NC_054279.1	Anneissia pinguis	Comatulidae	15912	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Pelmatozoa;Crinoidea;Articulata;Comatulida;Comatulidae;Comatulinae;Anneissia
echinodermata	NC_060843.1	Comanthus parvicirrus	Comatulidae	15917	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Pelmatozoa;Crinoidea;Articulata;Comatulida;Comatulidae;Comatulinae;Comanthus
echinodermata	NC_068254.1	Comatella nigra	Comatulidae	15834	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Pelmatozoa;Crinoidea;Articulata;Comatulida;Comatulidae;Comatellinae;Comatella
echinodermata	NC_068252.1	Comatella stelligera	Comatulidae	15824	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Pelmatozoa;Crinoidea;Articulata;Comatulida;Comatulidae;Comatellinae;Comatella
echinodermata	NC_007690.1	Phanogenia gracilis	Comatulidae	15892	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Pelmatozoa;Crinoidea;Articulata;Comatulida;Comatulidae;Comatulinae;Phanogenia
echinodermata	NC_071876.1	Ctenodiscus crispatus	Ctenodiscidae	16435	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Asterozoa;Asteroidea;Valvatacea;Paxillosida;Ctenodiscidae;Ctenodiscus
echinodermata	NC_054245.1	Cercodemas anceps	Cucumariidae	16539	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Echinozoa;Holothuroidea;Dendrochirotacea;Dendrochirotida;Cucumariidae;Cercodemas
echinodermata	NC_051929.1	Colochirus quadrangularis	Cucumariidae	17157	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Echinozoa;Holothuroidea;Dendrochirotacea;Dendrochirotida;Cucumariidae;Colochirus
echinodermata	NC_065088.1	Cucumaria frondosa	Cucumariidae	17507	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Echinozoa;Holothuroidea;Dendrochirotacea;Dendrochirotida;Cucumariidae;Cucumaria
echinodermata	NC_005929.1	Cucumaria miniata	Cucumariidae	17538	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Echinozoa;Holothuroidea;Dendrochirotacea;Dendrochirotida;Cucumariidae;Cucumaria
echinodermata	NC_082941.1	Ocnus glacialis	Cucumariidae	16778	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Echinozoa;Holothuroidea;Dendrochirotacea;Dendrochirotida;Cucumariidae;Ocnus
echinodermata	NC_051967.1	Pseudocolochirus violaceus	Cucumariidae	15756	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Echinozoa;Holothuroidea;Dendrochirotacea;Dendrochirotida;Cucumariidae;Pseudocolochirus
echinodermata	NC_058589.1	Thyonella gemmata	Cucumariidae	15696	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Echinozoa;Holothuroidea;Dendrochirotacea;Dendrochirotida;Cucumariidae;Thyonella
echinodermata	NC_067855.1	Diadema antillarum	Diadematidae	15708	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Echinozoa;Echinoidea;Euechinoidea;Acroechinoidea;Diadematoida;Diadematidae;Diadema
echinodermata	NC_033522.1	Diadema setosum	Diadematidae	15708	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Echinozoa;Echinoidea;Euechinoidea;Acroechinoidea;Diadematoida;Diadematidae;Diadema
echinodermata	NC_050274.1	Echinothrix calamaris	Diadematidae	15716	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Echinozoa;Echinoidea;Euechinoidea;Acroechinoidea;Diadematoida;Diadematidae;Echinothrix
echinodermata	NC_033523.1	Echinothrix diadema	Diadematidae	15712	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Echinozoa;Echinoidea;Euechinoidea;Acroechinoidea;Diadematoida;Diadematidae;Echinothrix
echinodermata	NC_037943.1	Echinaster brasiliensis	Echinasteridae	16219	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Asterozoa;Asteroidea;Spinulosacea;Spinulosida;Echinasteridae;Echinaster
echinodermata	NC_087784.1	Henricia reniossa	Echinasteridae	16223	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Asterozoa;Asteroidea;Spinulosacea;Spinulosida;Echinasteridae;Henricia
echinodermata	NC_087785.1	Henricia sanguinolenta	Echinasteridae	16194	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Asterozoa;Asteroidea;Spinulosacea;Spinulosida;Echinasteridae;Henricia
echinodermata	NC_023770.1	Loxechinus albus	Echinidae	15709	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Echinozoa;Echinoidea;Euechinoidea;Echinacea;Camarodonta;Echinidea;Echinidae;Loxechinus
echinodermata	NC_001572.1	Paracentrotus lividus	Echinidae	15696	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Echinozoa;Echinoidea;Euechinoidea;Echinacea;Camarodonta;Echinidea;Echinidae;Paracentrotus
echinodermata	NC_088491.1	Parechinus angulosus	Echinidae	16448	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Echinozoa;Echinoidea;Euechinoidea;Echinacea;Camarodonta;Echinidea;Echinidae;Parechinus
echinodermata	NC_023773.1	Pseudocentrotus depressus	Echinidae	15729	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Echinozoa;Echinoidea;Euechinoidea;Echinacea;Camarodonta;Echinidea;Echinidae;Pseudocentrotus
echinodermata	NC_027063.1	Sterechinus neumayeri	Echinidae	15684	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Echinozoa;Echinoidea;Euechinoidea;Echinacea;Camarodonta;Echinidea;Echinidae;Sterechinus
echinodermata	NC_050276.1	Colobocentrotus mertensii	Echinometridae	15739	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Echinozoa;Echinoidea;Euechinoidea;Echinacea;Camarodonta;Echinidea;Echinometridae;Colobocentrotus
echinodermata	NC_034767.1	Echinometra mathaei	Echinometridae	15699	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Echinozoa;Echinoidea;Euechinoidea;Echinacea;Camarodonta;Echinidea;Echinometridae;Echinometra
echinodermata	NC_023774.1	Heliocidaris crassispina	Echinometridae	15702	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Echinozoa;Echinoidea;Euechinoidea;Echinacea;Camarodonta;Echinidea;Echinometridae;Heliocidaris
echinodermata	NC_034768.1	Heterocentrotus mammillatus	Echinometridae	15729	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Echinozoa;Echinoidea;Euechinoidea;Echinacea;Camarodonta;Echinidea;Echinometridae;Heterocentrotus
echinodermata	NC_065302.1	Araeosoma owstoni	Echinothuriidae	15704	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Echinozoa;Echinoidea;Euechinoidea;Acroechinoidea;Diadematacea;Echinothurioida;Echinothuriidae;Araeosoma
echinodermata	NC_054228.1	Iconaster longimanus	Goniasteridae	16142	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Asterozoa;Asteroidea;Valvatacea;Valvatida;Goniasteridae;Iconaster
echinodermata	NC_013878.1	Astrospartus mediterraneus	Gorgonocephalidae	16238	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Asterozoa;Ophiuroidea;Ophiuridea;Euryalida;Gorgonocephalidae;Astrospartus
echinodermata	NC_040146.1	Astrotoma agassizii	Gorgonocephalidae	16464	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Asterozoa;Ophiuroidea;Ophiuridea;Euryalida;Gorgonocephalidae;Astrotoma
echinodermata	NC_040147.1	Gorgonocephalus chilensis	Gorgonocephalidae	16361	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Asterozoa;Ophiuroidea;Ophiuridea;Euryalida;Gorgonocephalidae;Gorgonocephalus
echinodermata	NC_072668.1	Ophioleila elegans	Hemieuryalidae	16300	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Asterozoa;Ophiuroidea;Myophiuroidea;Metophiurida;Ophintegrida;Amphilepidida;Ophiurina;Hemieuryalina;Hemieuryalidae;Ophioleila
echinodermata	NC_069919.1	Zygometra comata	Himerometridae	15829	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Pelmatozoa;Crinoidea;Articulata;Comatulida;Himerometridae;Zygometra
echinodermata	NC_057223.1	Actinopyga lecanora	Holothuriidae	15569	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Echinozoa;Holothuroidea;Aspidochirotacea;Aspidochirotida;Holothuriidae;Actinopyga
echinodermata	NC_061402.1	Bohadschia argus	Holothuriidae	15656	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Echinozoa;Holothuroidea;Aspidochirotacea;Aspidochirotida;Holothuriidae;Bohadschia
echinodermata	NC_051928.1	Holothuria edulis	Holothuriidae	15743	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Echinozoa;Holothuroidea;Aspidochirotacea;Aspidochirotida;Holothuriidae;Holothuria
echinodermata	NC_013884.1	Holothuria forskali	Holothuriidae	15841	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Echinozoa;Holothuroidea;Aspidochirotacea;Aspidochirotida;Holothuriidae;Holothuria
echinodermata	NC_046849.1	Holothuria leucospilota	Holothuriidae	15904	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Echinozoa;Holothuroidea;Aspidochirotacea;Aspidochirotida;Holothuriidae;Holothuria
echinodermata	NC_045853.1	Holothuria pervicax	Holothuriidae	15790	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Echinozoa;Holothuroidea;Aspidochirotacea;Aspidochirotida;Holothuriidae;Holothuria
echinodermata	NC_027086.1	Holothuria scabra	Holothuriidae	15779	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Echinozoa;Holothuroidea;Aspidochirotacea;Aspidochirotida;Holothuriidae;Holothuria
echinodermata	NC_068797.1	Metacrinus rotundus	Isocrinidae	15830	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Pelmatozoa;Crinoidea;Articulata;Isocrinida;Isocrinidae;Metacrinus
echinodermata	NC_013881.1	Echinocardium cordatum	Loveniidae	15767	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Echinozoa;Echinoidea;Euechinoidea;Atelostomata;Spatangoida;Loveniidae;Echinocardium
echinodermata	NC_023255.1	Nacospatangus altus	Maretiidae	15763	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Echinozoa;Echinoidea;Euechinoidea;Atelostomata;Spatangoida;Maretiidae;Nacospatangus
echinodermata	NC_023254.1	Ophiacantha linea	Ophiacanthidae	15845	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Asterozoa;Ophiuroidea;Myophiuroidea;Metophiurida;Ophintegrida;Amphilepidida;Ophiurina;Ophiacanthidae;Ophiacantha
echinodermata	NC_068735.1	Ophiophthalmus serratus	Ophiacanthidae	16705	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Asterozoa;Ophiuroidea;Myophiuroidea;Metophiurida;Ophintegrida;Amphilepidida;Ophiurina;Ophiacanthidae;Ophiophthalmus
echinodermata	NC_065087.1	Ophiactis savignyi	Ophiactidae	16275	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Asterozoa;Ophiuroidea;Myophiuroidea;Metophiurida;Ophintegrida;Amphilepidida;Ophiurina;Gnathophiurina;Ophiactoidea;Ophiactidae;Ophiactis
echinodermata	NC_005334.1	Ophiopholis aculeata	Ophiactidae	16472	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Asterozoa;Ophiuroidea;Myophiuroidea;Metophiurida;Ophintegrida;Amphilepidida;Ophiurina;Gnathophiurina;Ophiactoidea;Ophiactidae;Ophiopholis
echinodermata	NC_045939.1	Ophiopholis japonica	Ophiactidae	16214	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Asterozoa;Ophiuroidea;Myophiuroidea;Metophiurida;Ophintegrida;Amphilepidida;Ophiurina;Gnathophiurina;Ophiactoidea;Ophiactidae;Ophiopholis
echinodermata	NC_045940.1	Ophiopholis mirabilis	Ophiactidae	16398	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Asterozoa;Ophiuroidea;Myophiuroidea;Metophiurida;Ophintegrida;Amphilepidida;Ophiurina;Gnathophiurina;Ophiactoidea;Ophiactidae;Ophiopholis
echinodermata	NC_054227.1	Ophidiaster granifer	Ophidiasteridae	16506	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Asterozoa;Asteroidea;Valvatacea;Valvatida;Ophidiasteridae;Ophidiaster
echinodermata	NC_045937.1	Ophiomastix mixta	Ophiocomidae	16495	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Asterozoa;Ophiuroidea;Myophiuroidea;Metophiurida;Ophintegrida;Amphilepidida;Ophiurina;Gnathophiurina;Ophiactoidea;Ophiocomidae;Ophiomastix
echinodermata	NC_046053.1	Ophiarachnella gorgonia	Ophiodermatidae	15948	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Asterozoa;Ophiuroidea;Myophiuroidea;Metophiurida;Ophintegrida;Amphilepidida;Ophiurina;Ophiodermatina;Ophiodermatidae;Ophiarachnella
echinodermata	NC_040148.1	Ophioceres incipiens	Ophiolepididae	18107	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Asterozoa;Ophiuroidea;Myophiuroidea;Metophiurida;Ophintegrida;Amphilepidida;Ophiurina;Ophiolepidina;Ophiolepididae;Ophioceres
echinodermata	NC_044109.1	Ophioplocus japonicus	Ophiolepididae	16144	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Asterozoa;Ophiuroidea;Myophiuroidea;Metophiurida;Ophintegrida;Amphilepidida;Ophiurina;Ophiolepidina;Ophiolepididae;Ophioplocus
echinodermata	NC_082173.1	Ophiothrix exigua	Ophiotrichidae	15784	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Asterozoa;Ophiuroidea;Myophiuroidea;Metophiurida;Ophintegrida;Amphilepidida;Ophiurina;Gnathophiurina;Ophiactoidea;Ophiotrichidae;Ophiothrix
echinodermata	NC_040149.1	Ophionotus victoriae	Ophiuridae	15932	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Asterozoa;Ophiuroidea;Myophiuroidea;Metophiurida;Ophintegrida;Amphilepidida;Ophiurina;Chilophiurina;Ophiuridae;Ophiurinae;Ophionotus
echinodermata	NC_040150.1	Ophioplinthus brevirima	Ophiuridae	15967	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Asterozoa;Ophiuroidea;Myophiuroidea;Metophiurida;Ophintegrida;Amphilepidida;Ophiurina;Chilophiurina;Ophiuridae;Ophiurinae;Ophioplinthus
echinodermata	NC_040145.1	Ophioplinthus gelida	Ophiuridae	18387	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Asterozoa;Ophiuroidea;Myophiuroidea;Metophiurida;Ophintegrida;Amphilepidida;Ophiurina;Chilophiurina;Ophiuridae;Ophiurinae;Ophioplinthus
echinodermata	NC_040151.1	Ophiosteira antarctica	Ophiuridae	16979	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Asterozoa;Ophiuroidea;Myophiuroidea;Metophiurida;Ophintegrida;Amphilepidida;Ophiurina;Chilophiurina;Ophiuridae;Ophiurinae;Ophiosteira
echinodermata	NC_010691.1	Ophiura albida	Ophiuridae	16580	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Asterozoa;Ophiuroidea;Myophiuroidea;Metophiurida;Ophintegrida;Amphilepidida;Ophiurina;Chilophiurina;Ophiuridae;Ophiurinae;Ophiura
echinodermata	NC_005930.1	Ophiura luetkenii	Ophiuridae	17329	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Asterozoa;Ophiuroidea;Myophiuroidea;Metophiurida;Ophintegrida;Amphilepidida;Ophiurina;Chilophiurina;Ophiuridae;Ophiurinae;Ophiura
echinodermata	NC_044861.1	Ophiura sarsii	Ophiuridae	16603	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Asterozoa;Ophiuroidea;Myophiuroidea;Metophiurida;Ophintegrida;Amphilepidida;Ophiurina;Chilophiurina;Ophiuridae;Ophiurinae;Ophiura
echinodermata	NC_052742.1	Ophiuroglypha kinbergi	Ophiuridae	16521	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Asterozoa;Ophiuroidea;Myophiuroidea;Metophiurida;Ophintegrida;Amphilepidida;Ophiurina;Chilophiurina;Ophiuridae;Ophiuroglypha
echinodermata	NC_085502.1	Stegophiura sladeni	Ophiuridae	16391	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Asterozoa;Ophiuroidea;Myophiuroidea;Metophiurida;Ophintegrida;Amphilepidida;Ophiurina;Chilophiurina;Ophiuridae;Ophiurinae;Stegophiura
echinodermata	NC_054230.1	Anthenea aspera	Oreasteridae	16298	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Asterozoa;Asteroidea;Valvatacea;Valvatida;Oreasteridae;Anthenea
echinodermata	NC_054229.1	Culcita novaeguineae	Oreasteridae	16377	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Asterozoa;Asteroidea;Valvatacea;Valvatida;Oreasteridae;Culcita
echinodermata	NC_054225.1	Pentaceraster mammillatus	Oreasteridae	16325	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Asterozoa;Asteroidea;Valvatacea;Valvatida;Oreasteridae;Pentaceraster
echinodermata	NC_054226.1	Protoreaster nodosus	Oreasteridae	16395	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Asterozoa;Asteroidea;Valvatacea;Valvatida;Oreasteridae;Protoreaster
echinodermata	NC_065300.1	Caenopedina pulchella	Pedinidae	15747	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Echinozoa;Echinoidea;Euechinoidea;Acroechinoidea;Pedinoida;Pedinidae;Caenopedina
echinodermata	NC_065301.1	Phormosoma bursarium	Phormosomatidae	15745	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Echinozoa;Echinoidea;Euechinoidea;Acroechinoidea;Diadematacea;Echinothurioida;Phormosomatidae;Phormosoma
echinodermata	NC_057437.1	Phyllophorella liuwutiensis	Phyllophoridae	15969	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Echinozoa;Holothuroidea;Dendrochirotacea;Dendrochirotida;Phyllophoridae;Phyllophorella
echinodermata	NC_083191.1	Poraniopsis inflata	Poraniidae	16322	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Asterozoa;Asteroidea;Valvatacea;Valvatida;Poraniidae;Poraniopsis
echinodermata	NC_041450.1	Styracaster yapensis	Porcellanasteridae	16360	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Asterozoa;Asteroidea;Valvatacea;Paxillosida;Porcellanasteridae;Styracaster
echinodermata	NC_083273.1	Echinocrepis rostrata	Pourtalesiidae	15716	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Echinozoa;Echinoidea;Euechinoidea;Holasteroida;Urechinina;Pourtalesiidae;Echinocrepis
echinodermata	NC_040968.1	Benthodytes marianensis	Psychropotidae	17567	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Echinozoa;Holothuroidea;Aspidochirotacea;Elasipodida;Psychropotidae;Benthodytes
echinodermata	NC_054231.1	Euretaster insignis	Pterasteridae	15954	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Asterozoa;Asteroidea;Spinulosacea;Velatida;Pterasteridae;Euretaster
echinodermata	NC_063668.1	Asthenactis papyraceus	Pythonasteridae	16076	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Asterozoa;Asteroidea;Spinulosacea;Spinulosida;Pythonasteridae;Asthenactis
echinodermata	NC_007689.1	Neogymnocrinus richeri	Sclerocrinidae	15966	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Pelmatozoa;Crinoidea;Articulata;Cyrtocrinida;Sclerocrinidae;Neogymnocrinus
echinodermata	NC_081981.1	Crossaster japonicus	Solasteridae	16330	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Asterozoa;Asteroidea;Spinulosacea;Velatida;Solasteridae;Crossaster
echinodermata	NC_053361.1	Crossaster papposus	Solasteridae	16335	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Asterozoa;Asteroidea;Spinulosacea;Velatida;Solasteridae;Crossaster
echinodermata	NC_045944.1	Stephanometra indica	Stephanometridae	15878	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Pelmatozoa;Crinoidea;Articulata;Comatulida;Stephanometridae;Stephanometra
echinodermata	NC_026727.1	Apostichopus californicus	Stichopodidae	16727	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Echinozoa;Holothuroidea;Aspidochirotacea;Aspidochirotida;Stichopodidae;Apostichopus
echinodermata	NC_012616.1	Apostichopus japonicus	Stichopodidae	16099	13	2	refseq	Eukaryota;Metazoa;Echinodermata;Eleutherozoa;Echinozoa;Holothuroidea;Aspidochirotacea;Aspidochirotida;Stichopodidae;Apostichopus
